image_ID,pose,lighting,mask,subject_name,MST
subject_17_PXL_20220922_185440334.jpg,facing_camera,poorly_lit,0,subject_17,DEEP
subject_17_PXL_20220922_185419849.PORTRAIT.jpg,facing_camera,poorly_lit,0,subject_17,DEEP
subject_17_PXL_20220922_185418367.PORTRAIT.jpg,bottom,poorly_lit,0,subject_17,DEEP
subject_17_PXL_20220922_185416595.PORTRAIT.jpg,side,poorly_lit,0,subject_17,DEEP
subject_17_PXL_20220922_185415142.PORTRAIT.jpg,side,poorly_lit,0,subject_17,DEEP
subject_17_PXL_20220922_185410258.PORTRAIT.jpg,facing_camera,poorly_lit,0,subject_17,DEEP
subject_17_PXL_20220922_185404798.PORTRAIT.jpg,facing_camera,well_lit,0,subject_17,DEEP
subject_17_PXL_20220922_185403014.PORTRAIT.jpg,bottom,well_lit,0,subject_17,DEEP
subject_17_PXL_20220922_185401468.PORTRAIT.jpg,side,well_lit,0,subject_17,DEEP
subject_17_PXL_20220922_185359690.PORTRAIT.jpg,side,well_lit,0,subject_17,DEEP
subject_17_PXL_20220922_185358150.PORTRAIT.jpg,facing_camera,well_lit,0,subject_17,DEEP
subject_17_PXL_20220922_185316365.PORTRAIT.jpg,facing_camera,well_lit,0,subject_17,DEEP
subject_17_PXL_20220922_185314924.PORTRAIT.jpg,bottom,well_lit,0,subject_17,DEEP
subject_17_PXL_20220922_185313189.PORTRAIT.jpg,bottom,well_lit,0,subject_17,DEEP
subject_17_PXL_20220922_185311564.PORTRAIT.jpg,side,well_lit,0,subject_17,DEEP
subject_17_PXL_20220922_185309607.PORTRAIT.jpg,side,well_lit,0,subject_17,DEEP
subject_17_PXL_20220922_185248297.jpg,facing_camera,poorly_lit,0,subject_17,DEEP
subject_17_PXL_20220922_185246916.jpg,bottom,poorly_lit,0,subject_17,DEEP
subject_17_PXL_20220922_185245527.jpg,side,poorly_lit,0,subject_17,DEEP
subject_17_PXL_20220922_185244102.jpg,side,poorly_lit,0,subject_17,DEEP
subject_17_PXL_20220922_185242494.jpg,facing_camera,poorly_lit,0,subject_17,DEEP
subject_17_PXL_20220922_185224507.jpg,facing_camera,poorly_lit,0,subject_17,DEEP
subject_17_PXL_20220922_185206022.jpg,facing_camera,poorly_lit,0,subject_17,DEEP
subject_17_PXL_20220922_185204671.jpg,bottom,poorly_lit,0,subject_17,DEEP
subject_17_PXL_20220922_185202869.jpg,side,poorly_lit,0,subject_17,DEEP
subject_17_PXL_20220922_185201154.jpg,side,poorly_lit,0,subject_17,DEEP
subject_17_PXL_20220922_185158900.jpg,facing_camera,poorly_lit,0,subject_17,DEEP
subject_17_PXL_20220922_185144400.jpg,facing_camera,well_lit,1,subject_17,DEEP
subject_17_PXL_20220922_185139946.jpg,facing_camera,well_lit,1,subject_17,DEEP
subject_17_PXL_20220922_185138091.jpg,bottom,well_lit,1,subject_17,DEEP
subject_17_PXL_20220922_185135767.jpg,side,well_lit,1,subject_17,DEEP
subject_17_PXL_20220922_185133020.jpg,side,well_lit,1,subject_17,DEEP
subject_17_PXL_20220922_185129290.jpg,side,well_lit,1,subject_17,DEEP
subject_17_PXL_20220922_185122947.jpg,facing_camera,well_lit,1,subject_17,DEEP
subject_16_PXL_20220922_163344625.jpg,facing_camera,well_lit,1,subject_16,VERY FAIR
Subject_16_PXL_20220922_163343338.jpg,bottom,well_lit,1,subject_16,VERY FAIR
Subject_16_PXL_20220922_163342238.jpg,side,well_lit,1,subject_16,VERY FAIR
subject_16_PXL_20220922_163340954.jpg,side,well_lit,1,subject_16,VERY FAIR
subject_16_PXL_20220922_163339153.jpg,facing_camera,well_lit,1,subject_16,VERY FAIR
subject_16_PXL_20220922_163336203.jpg,frontal,well_lit,1,subject_16,VERY FAIR
subject_16_PXL_20220922_163335011.jpg,bottom,well_lit,1,subject_16,VERY FAIR
subject_16_PXL_20220922_163333751.jpg,side,well_lit,1,subject_16,VERY FAIR
subject_16_PXL_20220922_163332303.jpg,side,well_lit,1,subject_16,VERY FAIR
subject_16_PXL_20220922_163330235.jpg,facing_camera,well_lit,1,subject_16,VERY FAIR
subject_16_PXL_20220922_163246206.jpg,frontal,poorly_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_163243828.jpg,bottom,poorly_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_163242384.jpg,side,poorly_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_163240509.jpg,side,poorly_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_163238367.jpg,facing_camera,poorly_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_163233149.jpg,facing_camera,poorly_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_163231266.jpg,bottom,poorly_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_163229525.jpg,side,poorly_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_163227429.jpg,side,poorly_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_163224863.jpg,facing_camera,poorly_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_163221806.jpg,frontal,poorly_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_163219950.jpg,bottom,poorly_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_163218116.jpg,side,poorly_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_163215993.jpg,side,poorly_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_163212621.jpg,facing_camera,poorly_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_163207738.jpg,frontal,poorly_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_163205440.jpg,frontal,poorly_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_163158577.jpg,bottom,poorly_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_163156369.jpg,side,poorly_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_163153639.jpg,side,poorly_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_163150248.jpg,facing_camera,poorly_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_163052549.jpg,facing_camera,poorly_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_163051167.jpg,bottom,poorly_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_163049541.jpg,facing_camera,poorly_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_163048143.jpg,side,poorly_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_163045525.jpg,facing_camera,poorly_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_163041327.jpg,frontal,poorly_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_163040135.jpg,bottom,poorly_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_163038839.jpg,side,poorly_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_163037538.jpg,side,poorly_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_163036224.jpg,facing_camera,poorly_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_163031782.jpg,frontal,poorly_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_163030548.jpg,bottom,poorly_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_163029140.jpg,side,poorly_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_163027663.jpg,side,poorly_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_163025599.jpg,facing_camera,poorly_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_162946598.jpg,frontal,well_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_162945260.jpg,bottom,well_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_162943445.jpg,side,well_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_162942226.jpg,side,well_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_162940283.jpg,side,well_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_162937771.jpg,facing_camera,well_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_162936557.jpg,bottom,well_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_162934684.jpg,side,well_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_162933194.jpg,side,well_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_162931300.jpg,side,well_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_162927043.jpg,side,well_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_162924532.jpg,facing_camera,well_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_162923216.jpg,bottom,well_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_162921844.jpg,side,well_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_162919912.jpg,side,well_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_162917375.jpg,frontal,well_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_162915871.jpg,bottom,well_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_162914173.jpg,side,well_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_162912581.jpg,side,well_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_162910059.jpg,facing_camera,well_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_162836588.jpg,frontal,well_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_162834847.jpg,side,well_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_162832750.jpg,facing_camera,well_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_162830836.jpg,side,well_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_162827172.jpg,side,well_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_162824514.jpg,facing_camera,well_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_162821871.jpg,facing_camera,well_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_162818819.jpg,facing_camera,well_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_162814014.jpg,side,well_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_162811412.jpg,facing_camera,well_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_162808508.jpg,facing_camera,well_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_162805930.jpg,side,well_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_162801535.jpg,facing_camera,well_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_162758602.jpg,side,well_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_162755253.jpg,bottom,well_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_162751666.jpg,side,well_lit,0,subject_16,VERY FAIR
subject_16_PXL_20220922_162746982.jpg,facing_camera,well_lit,0,subject_16,VERY FAIR
subject_15_PXL_20220922_132128162.PORTRAIT.jpg,frontal,well_lit,1,subject_15,LIGHT
subject_15_PXL_20220922_132125197.PORTRAIT.jpg,bottom,well_lit,1,subject_15,LIGHT
subject_15_PXL_20220922_132123452.PORTRAIT.jpg,side,well_lit,1,subject_15,LIGHT
subject_15_PXL_20220922_132121109.PORTRAIT.jpg,side,well_lit,1,subject_15,LIGHT
subject_15_PXL_20220922_132118269.PORTRAIT.jpg,facing_camera,well_lit,1,subject_15,LIGHT
subject_15_PXL_20220922_132052576.PORTRAIT.jpg,facing_camera,poorly_lit,1,subject_15,LIGHT
subject_15_PXL_20220922_132048784.PORTRAIT.jpg,frontal,poorly_lit,1,subject_15,LIGHT
subject_15_PXL_20220922_132046716.PORTRAIT.jpg,bottom,poorly_lit,1,subject_15,LIGHT
subject_15_PXL_20220922_132045066.PORTRAIT.jpg,side,poorly_lit,1,subject_15,LIGHT
subject_15_PXL_20220922_132042033.PORTRAIT.jpg,side,poorly_lit,1,subject_15,LIGHT
subject_15_PXL_20220922_132040123.PORTRAIT.jpg,facing_camera,poorly_lit,1,subject_15,LIGHT
subject_15_PXL_20220922_132016589.PORTRAIT.jpg,bottom,poorly_lit,0,subject_15,LIGHT
subject_15_PXL_20220922_132014529.PORTRAIT.jpg,bottom,poorly_lit,0,subject_15,LIGHT
subject_15_PXL_20220922_132008862.PORTRAIT.jpg,bottom,poorly_lit,0,subject_15,LIGHT
subject_15_PXL_20220922_132003063.PORTRAIT.jpg,frontal,poorly_lit,0,subject_15,LIGHT
subject_15_PXL_20220922_131958999.PORTRAIT.jpg,side,poorly_lit,0,subject_15,LIGHT
subject_15_PXL_20220922_131955423.PORTRAIT.jpg,side,poorly_lit,0,subject_15,LIGHT
subject_15_PXL_20220922_131951023.PORTRAIT.jpg,facing_camera,poorly_lit,0,subject_15,LIGHT
subject_15_PXL_20220922_131901514.PORTRAIT.jpg,facing_camera,poorly_lit,0,subject_15,LIGHT
subject_15_PXL_20220922_131859247.PORTRAIT.jpg,frontal,poorly_lit,0,subject_15,LIGHT
subject_15_PXL_20220922_131857071.PORTRAIT.jpg,bottom,poorly_lit,0,subject_15,LIGHT
subject_15_PXL_20220922_131854614.PORTRAIT.jpg,side,poorly_lit,0,subject_15,LIGHT
subject_15_PXL_20220922_131850751.PORTRAIT.jpg,side,poorly_lit,0,subject_15,LIGHT
subject_15_PXL_20220922_131844594.PORTRAIT.jpg,facing_camera,poorly_lit,0,subject_15,LIGHT
subject_15_PXL_20220922_131829227.jpg,side,poorly_lit,0,subject_15,LIGHT
subject_15_PXL_20220922_131818892.jpg,frontal,poorly_lit,0,subject_15,LIGHT
subject_15_PXL_20220922_131817310.jpg,bottom,poorly_lit,0,subject_15,LIGHT
subject_15_PXL_20220922_131815761.jpg,side,poorly_lit,0,subject_15,LIGHT
subject_15_PXL_20220922_131814125.jpg,side,poorly_lit,0,subject_15,LIGHT
subject_15_PXL_20220922_131811784.jpg,facing_camera,poorly_lit,0,subject_15,LIGHT
subject_15_PXL_20220922_131806066.jpg,facing_camera,poorly_lit,0,subject_15,LIGHT
subject_15_PXL_20220922_131746430.jpg,frontal,well_lit,0,subject_15,LIGHT
subject_15_PXL_20220922_131743911.jpg,bottom,well_lit,0,subject_15,LIGHT
subject_15_PXL_20220922_131741571.jpg,side,well_lit,0,subject_15,LIGHT
subject_15_PXL_20220922_131739148.jpg,side,well_lit,0,subject_15,LIGHT
subject_15_PXL_20220922_131732383.jpg,facing_camera,well_lit,0,subject_15,LIGHT
subject_15_PXL_20220922_131730853.jpg,frontal,well_lit,0,subject_15,LIGHT
subject_15_PXL_20220922_131728413.jpg,bottom,well_lit,0,subject_15,LIGHT
subject_15_PXL_20220922_131725930.jpg,side,well_lit,0,subject_15,LIGHT
subject_15_PXL_20220922_131722761.jpg,side,well_lit,0,subject_15,LIGHT
subject_15_PXL_20220922_131720092.jpg,facing_camera,well_lit,0,subject_15,LIGHT
subject_15_PXL_20220922_131419682.jpg,frontal,well_lit,0,subject_15,LIGHT
subject_15_PXL_20220922_131417697.jpg,bottom,well_lit,0,subject_15,LIGHT
subject_15_PXL_20220922_131415896.jpg,side,well_lit,0,subject_15,LIGHT
subject_15_PXL_20220922_131414042.jpg,side,well_lit,0,subject_15,LIGHT
subject_15_PXL_20220922_131411507.jpg,facing_camera,well_lit,0,subject_15,LIGHT
subject_15_PXL_20220922_131405319.jpg,facing_camera,well_lit,0,subject_15,LIGHT
subject_15_PXL_20220922_131245640.jpg,frontal,well_lit,0,subject_15,LIGHT
subject_15_PXL_20220922_131243185.jpg,bottom,well_lit,0,subject_15,LIGHT
subject_15_PXL_20220922_131240323.jpg,side,well_lit,0,subject_15,LIGHT
subject_15_PXL_20220922_131237419.jpg,side,well_lit,0,subject_15,LIGHT
subject_15_PXL_20220922_131234792.jpg,facing_camera,well_lit,0,subject_15,LIGHT
subject_14_PXL_20220922_161621027.jpg,facing_camera,well_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_161619819.jpg,bottom,well_lit,1,subject_14,MEDIUM DARK
subject_14_PXL_20220922_161618401.jpg,side,well_lit,1,subject_14,MEDIUM DARK
subject_14_PXL_20220922_161616836.jpg,side,well_lit,1,subject_14,MEDIUM DARK
subject_14_PXL_20220922_161615579.jpg,facing_camera,well_lit,1,subject_14,MEDIUM DARK
subject_14_PXL_20220922_161610729.jpg,facing_camera,well_lit,1,subject_14,MEDIUM DARK
subject_14_PXL_20220922_161609136.jpg,bottom,well_lit,1,subject_14,MEDIUM DARK
subject_14_PXL_20220922_161607524.jpg,side,well_lit,1,subject_14,MEDIUM DARK
subject_14_PXL_20220922_161606038.jpg,side,well_lit,1,subject_14,MEDIUM DARK
subject_14_PXL_20220922_161604105.jpg,facing_camera,well_lit,1,subject_14,MEDIUM DARK
subject_14_PXL_20220922_161451316.jpg,frontal,poorly_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_161450027.jpg,bottom,poorly_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_161448539.jpg,side,poorly_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_161446941.jpg,side,poorly_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_161445106.jpg,facing_camera,poorly_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_161443026.jpg,facing_camera,poorly_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_161441452.jpg,bottom,poorly_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_161440072.jpg,side,poorly_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_161438508.jpg,side,poorly_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_161436829.jpg,facing_camera,poorly_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_161234429.PORTRAIT.jpg,side,poorly_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_161232127.PORTRAIT.jpg,side,poorly_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_161228720.PORTRAIT.jpg,side,poorly_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_161206594.PORTRAIT.jpg,facing_camera,well_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_161205171.PORTRAIT.jpg,bottom,well_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_161203118.PORTRAIT.jpg,side,well_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_161201504.PORTRAIT.jpg,side,well_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_161159845.PORTRAIT.jpg,frontal,well_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_161148471.PORTRAIT.jpg,facing_camera,well_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_161146768.PORTRAIT.jpg,facing_camera,well_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_161144902.PORTRAIT.jpg,facing_camera,well_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_161143087.PORTRAIT.jpg,side,well_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_161127301.PORTRAIT.jpg,frontal,well_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_161125999.PORTRAIT.jpg,bottom,well_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_161124015.PORTRAIT.jpg,side,well_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_161122593.PORTRAIT.jpg,side,well_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_161120533.PORTRAIT.jpg,facing_camera,well_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_161116525.PORTRAIT.jpg,side,well_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_161114689.PORTRAIT.jpg,frontal,well_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_161113043.PORTRAIT.jpg,bottom,well_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_161110618.PORTRAIT.jpg,side,well_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_161107253.PORTRAIT.jpg,facing_camera,well_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_161024329.jpg,frontal,poorly_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_161022255.jpg,bottom,poorly_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_161020616.jpg,side,poorly_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_161018788.jpg,side,poorly_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_161017221.jpg,facing_camera,poorly_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_161012849.jpg,facing_camera,poorly_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_161010913.jpg,side,poorly_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_161009091.jpg,side,poorly_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_161006903.jpg,bottom,poorly_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_161004335.jpg,facing_camera,poorly_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_161002163.jpg,frontal,poorly_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_161000077.jpg,side,poorly_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_160957926.jpg,side,poorly_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_160955996.jpg,bottom,poorly_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_160954446.jpg,facing_camera,poorly_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_160952357.jpg,frontal,poorly_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_160950182.jpg,side,poorly_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_160947788.jpg,side,poorly_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_160946047.jpg,bottom,poorly_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_160944429.jpg,facing_camera,poorly_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_160853301.jpg,frontal,well_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_160851591.jpg,side,well_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_160850108.jpg,side,well_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_160848297.jpg,bottom,well_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_160846747.jpg,facing_camera,well_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_160844411.jpg,frontal,well_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_160841972.jpg,side,well_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_160840133.jpg,side,well_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_160838411.jpg,bottom,well_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_160836485.jpg,facing_camera,well_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_160833805.jpg,frontal,well_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_160831990.jpg,side,well_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_160830151.jpg,side,well_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_160828334.jpg,bottom,well_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_160826611.jpg,facing_camera,well_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_160824216.jpg,frontal,well_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_160822239.jpg,side,well_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_160820039.jpg,side,well_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_160818048.jpg,bottom,well_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_160815863.jpg,facing_camera,well_lit,0,subject_14,MEDIUM DARK
subject_14_PXL_20220922_160742778.jpg,facing_camera,well_lit,0,subject_14,MEDIUM DARK
subject_13_PXL_20220922_141215176.jpg,facing_camera,poorly_lit,0,subject_13,FAIR
subject_13_PXL_20220922_141214067.jpg,side,poorly_lit,0,subject_13,FAIR
subject_13_PXL_20220922_141212658.jpg,side,poorly_lit,0,subject_13,FAIR
subject_13_PXL_20220922_141210919.jpg,bottom,poorly_lit,0,subject_13,FAIR
subject_13_PXL_20220922_141207125.jpg,facing_camera,poorly_lit,0,subject_13,FAIR
subject_13_PXL_20220922_141205526.jpg,facing_camera,poorly_lit,0,subject_13,FAIR
subject_13_PXL_20220922_141200118.jpg,frontal,poorly_lit,0,subject_13,FAIR
subject_13_PXL_20220922_141158574.jpg,side,poorly_lit,0,subject_13,FAIR
subject_13_PXL_20220922_141157102.jpg,side,poorly_lit,0,subject_13,FAIR
subject_13_PXL_20220922_141155806.jpg,bottom,poorly_lit,0,subject_13,FAIR
subject_13_PXL_20220922_141154318.jpg,bottom,poorly_lit,0,subject_13,FAIR
subject_13_PXL_20220922_141152732.jpg,side,poorly_lit,0,subject_13,FAIR
subject_13_PXL_20220922_141148032.jpg,side,poorly_lit,0,subject_13,FAIR
subject_13_PXL_20220922_141146749.jpg,side,poorly_lit,0,subject_13,FAIR
subject_13_PXL_20220922_141145430.jpg,frontal,poorly_lit,0,subject_13,FAIR
subject_13_PXL_20220922_141143935.jpg,facing_camera,poorly_lit,0,subject_13,FAIR
subject_13_PXL_20220922_141142245.jpg,facing_camera,poorly_lit,0,subject_13,FAIR
subject_13_PXL_20220922_141137133.jpg,facing_camera,poorly_lit,0,subject_13,FAIR
